355185953	0	9.77387	17.922127	27.033952	28.792843	23.650676	17.997857	16.647224	38.982077	26.302894	39.912779	54.958908	57.058222	47.262593	38.352927	39.065981	73.782083	180	169.508798	179.874197	169.840674	200.697678	344.414263	196.069947	173.032498	0	0	0	0	0	9.252058	20.093965	24.87157	35.48069	10.982002	15.77046	27.53414	47.014559	24.086673	44.39569	52.77734	72.862947	26.173601	36.041155	58.737334	92.13593	180	180.657719	153.726794	171.558218	202.637349	163.709984	198.156558	156.583495
355186453	0.5	64.759046	111.629083	166.862234	176.568722	146.26795	110.833955	102.31431	231.408153	116.722402	197.135811	288.477991	299.429265	243.423946	185.850197	174.911992	383.032767	180	190.174405	195.145457	193.628884	186.082699	195.35899	199.340194	203.569814	0	0	0	0	0	58.33184	122.167502	150.471151	214.403874	67.29942	95.762524	168.1094	263.23658	115.771627	236.025814	285.332511	404.59836	126.717335	177.502837	310.502931	481.092422	180	185.61404	193.568481	194.216674	184.456259	191.119603	196.572125	200.442289
355186953	1	65.77873	113.022715	168.476243	178.456112	147.426212	111.335994	102.953294	231.941014	116.359488	197.527462	289.031106	300.292386	242.956706	184.826402	173.52338	382.455314	180	190.191946	195.152659	193.575906	185.943706	195.275813	199.517974	203.500174	0	0	0	0	0	59.495924	124.236189	153.38162	220.093865	67.696262	96.452313	169.56174	266.562151	117.437497	240.265207	290.33326	414.267876	127.27462	178.624988	313.246825	486.221065	180	185.594831	193.69291	194.185511	184.636578	191.106389	196.556931	200.328603
355187453	1.5	65.512593	113.359079	169.304551	178.342621	147.28992	111.544032	103.200632	233.814804	115.719938	197.226837	289.442936	300.51816	242.762825	184.781769	173.633763	384.905345	180	190.331131	195.253702	193.640963	186.203854	195.301444	199.655562	203.603944	0	0	0	0	0	59.486444	124.599447	153.301938	221.049098	67.743376	96.629778	170.558317	267.99686	117.225629	240.502035	290.641658	416.161825	127.298777	178.628695	314.848504	488.716826	180	185.450238	193.686974	194.299538	184.684219	191.117131	196.690835	200.437473
355187953	2	65.259759	113.390642	170.569591	182.992983	146.956861	111.471185	104.731165	238.700693	114.835069	196.85939	291.906225	307.292598	241.744942	184.581889	175.691391	392.419407	180	190.299212	195.154652	193.376014	186.085576	195.149298	199.641157	203.406173	0	0	0	0	0	58.213546	121.339604	148.824936	212.774426	67.146185	95.434218	167.838349	262.80686	114.717167	234.338494	282.130147	401.576012	125.971575	176.365378	309.949979	479.652655	180	185.622469	193.497281	194.024595	184.439975	191.004861	196.396593	200.365888
355188453	2.5	65.7585	114.472968	172.722132	185.345897	147.707202	112.586359	105.879216	241.235575	115.425869	198.831092	295.250327	310.273353	242.439609	185.59129	177.259067	396.29088	180	189.952024	194.785738	193.187164	185.798854	194.920231	199.10793	203.059458	0	0	0	0	0	59.105731	122.910713	151.340952	219.110286	67.471361	96.084401	170.394462	269.159699	116.142666	237.285979	286.590178	412.51901	126.604017	177.559536	314.211439	490.345529	180	185.597677	193.538798	194.246619	184.64592	191.158211	196.444774	200.337195
355188953	3	65.982779	115.468687	175.23553	188.012792	148.172153	112.939445	107.491314	245.895075	115.702874	200.026654	298.723093	315.128331	243.167357	186.517891	179.588919	403.275306	180	190.208262	194.863253	193.266898	186.016533	195.266581	199.294873	203.312008	0	0	0	0	0	58.458643	122.31792	151.398195	220.144273	67.133818	96.238504	171.472038	271.036942	115.172322	236.406965	286.561036	414.163641	126.178109	177.484486	315.874367	494.267238	180	185.513843	193.465186	194.003873	184.520586	191.093388	196.483307	200.246816
355189453	3.5	66.131673	116.044048	175.630393	189.076706	148.071956	113.367419	107.288428	246.333456	115.559098	200.802095	299.676241	316.384805	243.138924	186.818727	179.653267	404.031927	180	190.035489	194.874406	193.113842	185.870457	195.128435	199.266501	203.208046	0	0	0	0	0	58.117675	122.408508	151.614096	219.368898	67.108828	96.132304	171.323521	270.796037	114.937837	236.495405	286.899401	413.035219	125.900736	177.479228	315.975972	494.26384	180	185.687181	193.50565	194.083062	184.646994	191.149625	196.536894	200.340423
355189953	4	67.102213	117.205467	178.038662	190.732764	149.510964	114.229755	108.203147	248.398226	117.08711	202.885403	302.988033	319.781323	245.314327	187.836002	180.722328	407.351443	180	190.112264	194.848911	193.196992	186.052569	195.076383	199.234177	203.270026	0	0	0	0	0	59.288666	124.283922	153.820303	223.546447	67.54452	96.671489	172.98242	274.309289	116.727163	240.271324	291.199905	421.227789	126.671842	178.514762	318.781136	499.55205	180	185.596516	193.397592	194.017771	184.470389	191.049771	196.401665	200.189883
355190453	4.5	66.757759	116.016935	175.495039	187.456585	148.793522	113.193396	106.957224	243.873056	116.555022	200.748504	299.05606	313.941988	243.961067	186.440727	178.180644	400.043522	180	190.057635	195.005654	193.290479	186.117339	195.159618	199.345471	203.281952	0	0	0	0	0	58.793442	122.445005	148.592803	212.68903	67.718604	95.715578	167.184966	259.30709	116.105984	236.072777	281.790745	400.373428	127.01847	176.827108	308.094579	473.105278	180	185.724472	193.666655	194.370491	184.693671	191.160479	196.737706	200.682168
355190953	5	64.666336	110.539878	164.250209	175.106023	145.922848	109.003469	100.396405	228.362261	113.059548	191.145034	280.49085	293.614297	239.403695	179.785035	168.144898	374.821607	180	190.263056	195.503573	193.606691	186.231005	195.458159	199.646413	203.616825	0	0	0	0	0	58.61233	118.488475	139.625954	198.22719	67.672582	93.831789	158.761628	243.088383	115.618144	228.976247	264.878637	373.653796	126.845497	173.210259	293.23712	443.67833	180	185.647738	193.956093	194.758367	184.776733	191.163985	196.915401	200.884137
355191453	5.5	67.169245	116.491134	175.462065	187.633813	149.185355	113.328159	106.092964	242.165982	117.128203	201.356096	298.599857	314.385966	244.371732	186.274242	177.148692	397.628186	180	190.221991	195.174014	193.459568	185.943888	195.132381	199.454795	203.372751	0	0	0	0	0	60.510755	126.436009	154.574078	224.414286	68.265804	97.490457	173.194942	271.412218	119.036276	243.925334	292.590601	422.48777	127.995294	180.105179	319.185334	495.367271	180	185.330139	193.190256	194.049527	184.262301	190.784183	196.418342	200.140538
355191953	6	66.638888	115.678478	173.112925	185.40958	148.79279	112.578557	104.793286	239.767149	116.314246	199.898331	295.152238	310.61317	243.733785	185.247077	175.057158	393.109146	180	190.552948	195.477936	194.019387	186.41941	195.493836	199.764734	203.69806	0	0	0	0	0	60.25363	125.974683	153.638461	222.372347	68.078487	97.137384	172.175339	269.469528	118.437498	242.623846	290.547515	418.628486	127.60248	179.420243	317.09634	491.533169	180	185.577614	193.665206	194.306086	184.666504	191.068182	196.63999	200.553284
355192453	6.5	64.62666	111.842831	167.202141	177.812972	146.167973	110.449589	102.144795	232.227316	113.018592	193.462398	284.686365	297.989629	239.778287	181.590835	170.739211	380.998657	180	190.355391	195.351742	193.719722	186.295738	195.53581	199.71828	203.730946	0	0	0	0	0	58.987841	121.340541	150.397695	216.718582	67.428478	95.461122	169.413528	265.687839	115.488621	234.656428	284.332842	407.113834	126.145351	176.352692	311.697853	484.565119	180	185.918586	193.785247	194.441102	184.753484	191.250884	196.832535	200.586992
355192953	7	63.402476	107.593157	158.60842	165.244125	144.050836	107.33693	97.668898	216.817168	110.672203	186.354591	270.83948	277.596964	236.388142	176.580847	163.496376	356.182997	180	190.587283	195.570616	194.121565	186.158225	195.420801	199.868224	204.004717	0	0	0	0	0	59.219844	122.140429	151.359131	213.928803	67.90559	95.632035	166.500635	261.642582	116.314424	235.061666	285.900408	402.245864	127.004189	176.264957	307.253342	477.563808	180	185.840279	193.838318	194.458942	184.621186	191.426163	196.730345	200.695307
355193453	7.5	61.407838	103.18574	150.7578	154.991535	141.244487	103.297451	93.52954	203.923859	107.198584	178.966101	257.042952	260.725236	231.516749	170.210209	156.437873	335.501091	180	190.452318	195.405862	194.185914	186.068427	195.08451	199.732501	204.046488	0	0	0	0	0	58.643303	120.221088	149.276879	210.76236	67.306023	94.919536	165.048649	259.816851	115.299136	232.10682	282.181681	397.144087	126.097166	175.166449	304.360897	473.516697	180	185.716319	193.621949	194.484449	184.832109	191.266498	196.695296	200.662501
355193953	8	60.779681	102.795449	149.856535	155.672539	140.754721	102.842768	93.772164	206.205131	106.264975	177.904549	255.929248	261.239315	230.624926	169.718884	156.79263	339.043035	180	190.331526	195.456239	193.899816	186.148044	195.345495	199.778139	204.019274	0	0	0	0	0	57.953021	118.448582	145.763896	204.684527	67.076181	93.809717	162.364478	252.348221	114.047187	228.843753	276.155442	385.525533	125.514475	173.492132	299.702704	460.736385	180	185.478263	193.601779	194.406331	184.647585	190.985336	196.604302	200.499088
355194453	8.5	63.834276	111.152634	167.475646	180.194662	145.326886	109.983335	103.41117	237.686077	111.684126	192.103349	285.117661	301.654112	238.151177	180.898506	172.686898	389.075514	180	190.520683	195.273853	193.546328	186.343481	195.581096	199.737505	203.688257	0	0	0	0	0	58.100809	120.767423	150.700708	216.513384	66.789213	95.031606	169.917632	268.056672	114.322129	233.168635	285.203591	407.298342	124.981392	175.56485	313.076298	488.691406	180	185.554736	193.364226	194.038593	184.690466	191.180807	196.543885	200.303656
